company-phone-number,created-date,violation_date,consumer-city,consumer-state,consumer-area-code,subject,recorded-message-or-robocall,violation-date
9496705288,22/9/2023 12:51,22/9/2023 09:46,Trabuco Canyon,California,949.0,Work from home  & other ways to make money,N,
5136961920,22/9/2023 12:51,20/9/2023 18:14,Ogden,Utah,801.0,Other,N,
7276191584,22/9/2023 12:51,22/9/2023 12:49,,Florida,727.0,Other,Y,
7022082272,22/9/2023 12:51,22/9/2023 09:13,Las Vegas,Nevada,702.0,"Energy, solar,  & utilities",N,
4842754266,22/9/2023 12:51,21/9/2023 10:36,,Pennsylvania,610.0,Medical  & prescriptions,N,
6508991701,22/9/2023 12:51,22/9/2023 11:13,Tampa,Florida,813.0,"Energy, solar,  & utilities",N,
8382219790,22/9/2023 12:51,22/9/2023 09:29,Park City,New York,917.0,Other,Y,
7347029135,22/9/2023 12:51,22/9/2023 12:43,Cheboygan,Michigan,734.0,"Reducing your debt (credit cards, mortgage, student loans)",N,
8888192135,22/9/2023 12:51,22/9/2023 13:00,Warwick,New York,888.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
7739409522,22/9/2023 12:51,21/9/2023 17:41,,Illinois,857.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
6562188949,22/9/2023 12:51,22/9/2023 11:48,Copperas Cove,Texas,254.0,Other,Y,
9179230948,22/9/2023 12:51,22/9/2023 09:25,Park City,New York,917.0,Other,Y,
6284325350,22/9/2023 12:51,20/9/2023 13:27,Puyallup,Washington,808.0,Other,Y,
6024562752,22/9/2023 12:52,22/9/2023 09:50,Fountain Hills,Arizona,602.0,Medical  & prescriptions,Y,
9704648466,22/9/2023 12:52,22/9/2023 10:50,,Colorado,303.0,Charities,Y,
6616732158,22/9/2023 12:52,22/9/2023 12:50,Frederick,Maryland,443.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
7755616952,22/9/2023 12:52,22/9/2023 08:04,Coos Bay,Oregon,702.0,Other,N,
2148172501,22/9/2023 12:52,22/9/2023 11:20,,Texas,940.0,Home improvement  & cleaning,Y,
4842002378,22/9/2023 12:52,21/9/2023 11:26,,Pennsylvania,610.0,Medical  & prescriptions,N,
5136961920,22/9/2023 12:52,21/9/2023 09:11,Ogden,Utah,801.0,Other,N,
2393825538,22/9/2023 12:52,22/9/2023 10:46,Loveland,Colorado,239.0,Dropped call or no message,Y,
8122006456,22/9/2023 12:52,22/9/2023 12:47,Jeffersonville,Indiana,812.0,Medical  & prescriptions,N,
3322634690,22/9/2023 12:52,22/9/2023 08:13,Park City,New York,917.0,Other,N,
2249045524,22/9/2023 12:52,22/9/2023 11:50,Willowbrook,Illinois,708.0,Charities,Y,
8888996650,22/9/2023 12:52,15/9/2023 18:38,,Virginia,434.0,Dropped call or no message,Y,
9063100290,22/9/2023 12:52,22/9/2023 00:00,Millington,Michigan,906.0,Charities,Y,
5206828356,22/9/2023 12:52,22/9/2023 09:48,Casa Grande,Arizona,520.0,Other,N,
4842676409,22/9/2023 12:52,21/9/2023 11:35,,Pennsylvania,610.0,Medical  & prescriptions,N,
7256997316,22/9/2023 12:53,22/9/2023 08:18,,California,925.0,No Subject Provided,N,
7755674262,22/9/2023 12:53,22/9/2023 08:14,Coos Bay,Oregon,702.0,Other,N,
9565284458,22/9/2023 12:53,1/8/2023 11:36,,New York,716.0,"Calls pretending to be government, businesses, or family and friends",Y,
3802121219,22/9/2023 12:53,22/9/2023 11:50,,Texas,936.0,Other,N,
5139300455,22/9/2023 12:53,22/9/2023 11:40,Ohio,Ohio,419.0,Dropped call or no message,Y,
3855103154,22/9/2023 12:53,21/9/2023 15:36,Ogden,Utah,801.0,Other,N,
4842002858,22/9/2023 12:53,21/9/2023 12:37,,Pennsylvania,610.0,Medical  & prescriptions,N,
9066638052,22/9/2023 12:53,22/9/2023 00:00,Millington,Michigan,906.0,Charities,Y,
4342043461,22/9/2023 12:53,15/9/2023 16:43,,Virginia,434.0,Dropped call or no message,Y,
4842002858,22/9/2023 12:54,21/9/2023 15:49,,Pennsylvania,610.0,Medical  & prescriptions,N,
7037227725,22/9/2023 12:55,22/9/2023 11:02,,Virginia,434.0,No Subject Provided,N,
9292369438,22/9/2023 12:54,22/9/2023 09:52,,New York,516.0,"Calls pretending to be government, businesses, or family and friends",Y,
6026993546,22/9/2023 12:54,21/9/2023 00:00,Tempe,Arizona,480.0,Vacation  & timeshares,N,
4349334500,22/9/2023 12:54,22/9/2023 12:33,,Virginia,434.0,Other,Y,
8456543214,22/9/2023 12:54,22/9/2023 12:48,Hagaman,New York,518.0,Medical  & prescriptions,Y,
8638805774,22/9/2023 12:54,22/9/2023 09:10,Whitefish,Montana,406.0,"Calls pretending to be government, businesses, or family and friends",Y,
4344224827,22/9/2023 12:54,13/9/2023 15:41,,Virginia,434.0,Dropped call or no message,Y,
4842963944,22/9/2023 12:54,21/9/2023 12:49,,Pennsylvania,610.0,Medical  & prescriptions,N,
7579306343,22/9/2023 12:54,22/9/2023 11:40,,Minnesota,651.0,"Energy, solar,  & utilities",Y,
3306668733,22/9/2023 12:54,22/9/2023 12:50,Grant,Michigan,616.0,Medical  & prescriptions,Y,
4065219096,22/9/2023 12:54,22/9/2023 10:52,Bozeman,Montana,406.0,Other,Y,
2068515893,22/9/2023 12:55,22/9/2023 11:51,wav,Nebraska,402.0,Other,N,
4136872116,22/9/2023 12:55,22/9/2023 12:53,Islamorada,Florida,305.0,Medical  & prescriptions,N,
4842491145,22/9/2023 12:55,21/9/2023 13:42,,Pennsylvania,610.0,Medical  & prescriptions,N,
8043128356,22/9/2023 12:55,12/9/2023 16:55,,Virginia,434.0,Dropped call or no message,Y,
8124583996,22/9/2023 12:55,22/9/2023 11:31,,Virginia,434.0,Other,Y,
8772071321,22/9/2023 12:55,22/9/2023 11:52,Lexington,Kentucky,270.0,"Calls pretending to be government, businesses, or family and friends",Y,
5136961920,22/9/2023 12:55,21/9/2023 18:11,Ogden,Utah,801.0,Other,N,
4842491145,22/9/2023 12:55,21/9/2023 16:53,,Pennsylvania,610.0,Medical  & prescriptions,N,
5182857802,22/9/2023 12:55,22/9/2023 12:46,Albany,New York,518.0,Dropped call or no message,Y,
2093224662,22/9/2023 12:55,22/9/2023 08:40,Oakland,California,646.0,"Calls pretending to be government, businesses, or family and friends",Y,
2408473927,22/9/2023 12:56,22/9/2023 11:38,,Arkansas,501.0,Work from home  & other ways to make money,Y,
7744825717,22/9/2023 12:56,22/9/2023 09:55,Apache Junction,Arizona,480.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
Didntwantgive,22/9/2023 12:56,22/9/2023 12:00,San Bernardino,California,909.0,Other,N,
8162939484,22/9/2023 12:56,22/9/2023 12:51,Jupiter,Florida,561.0,Dropped call or no message,Y,
4045180458,22/9/2023 12:56,22/9/2023 11:52,Marietta,Georgia,770.0,Medical  & prescriptions,Y,
4842754270,22/9/2023 12:56,21/9/2023 15:58,,Pennsylvania,610.0,Medical  & prescriptions,N,
5189016117,22/9/2023 12:56,22/9/2023 12:43,Albany,New York,518.0,Dropped call or no message,Y,
8002464880,22/9/2023 12:56,19/9/2023 09:22,Eureka,California,707.0,Other,Y,
7174849844,22/9/2023 12:56,11/9/2023 12:10,,Virginia,434.0,Dropped call or no message,Y,
4842084145,22/9/2023 12:56,21/9/2023 16:25,,Pennsylvania,610.0,Medical  & prescriptions,N,
5205040939,22/9/2023 12:57,18/9/2023 00:00,Tempe,Arizona,480.0,Warranties  & protection plans,Y,
8886620738,22/9/2023 12:57,22/9/2023 12:49,Egg Harbor Township,New Jersey,717.0,"Calls pretending to be government, businesses, or family and friends",N,
5856080052,22/9/2023 12:57,22/9/2023 12:30,Newburgh,New York,845.0,Other,N,
6672383825,22/9/2023 12:57,22/9/2023 11:00,,Maryland,410.0,Other,N,
7188781701,22/9/2023 12:57,22/9/2023 12:53,White Plains,New York,914.0,Medical  & prescriptions,Y,
4842054145,22/9/2023 12:57,22/9/2023 11:08,,Pennsylvania,610.0,Medical  & prescriptions,N,
5053908101,22/9/2023 12:57,22/9/2023 08:08,Coulterville,California,209.0,Other,Y,
4342802004,22/9/2023 12:57,11/9/2023 11:59,,Virginia,434.0,Dropped call or no message,Y,
7708741472,22/9/2023 12:57,22/9/2023 09:02,Seal Beach,California,562.0,Other,Y,
8043731528,22/9/2023 12:57,21/9/2023 09:02,Charlotte,North Carolina,804.0,Other,Y,
3037474896,22/9/2023 12:58,22/9/2023 12:56,Knoxville,Tennessee,865.0,Computer  & technical support,N,
4842290417,22/9/2023 12:58,21/9/2023 17:55,,Pennsylvania,610.0,Medical  & prescriptions,N,
7037227725,22/9/2023 12:59,22/9/2023 11:02,,Virginia,434.0,No Subject Provided,N,
4344224827,22/9/2023 12:58,7/9/2023 20:00,,Virginia,434.0,Dropped call or no message,Y,
8556881493,22/9/2023 12:58,22/9/2023 10:48,,Texas,254.0,Other,Y,
4842619029,22/9/2023 12:58,22/9/2023 09:45,,Pennsylvania,610.0,Medical  & prescriptions,N,
5185054880,22/9/2023 12:58,22/9/2023 12:34,Albany,New York,518.0,Other,Y,
5024306547,22/9/2023 12:58,22/9/2023 10:45,Hazel,Kentucky,270.0,Dropped call or no message,N,
9132241345,22/9/2023 12:59,22/9/2023 09:00,,Kansas,913.0,Other,Y,
8883868381,22/9/2023 12:59,22/9/2023 12:27,SAINT AUGUSTINE,Florida,904.0,"Reducing your debt (credit cards, mortgage, student loans)",N,
2763231316,22/9/2023 12:59,7/9/2023 17:01,,Virginia,434.0,Dropped call or no message,Y,
4842679635,22/9/2023 12:59,22/9/2023 09:54,,Pennsylvania,610.0,Medical  & prescriptions,N,
9735713397,22/9/2023 12:59,22/9/2023 12:57,,New Jersey,973.0,Medical  & prescriptions,Y,
9032540064,22/9/2023 12:59,22/9/2023 09:16,,Texas,254.0,Dropped call or no message,Y,
7122483497,22/9/2023 12:59,22/9/2023 11:50,CLARINDA,Iowa,712.0,Other,N,
6232831850,22/9/2023 12:59,22/9/2023 09:56,Gilbert,Arizona,623.0,Other,Y,
2705002822,22/9/2023 12:59,22/9/2023 11:53,,Kentucky,270.0,Dropped call or no message,N,
8888996650,22/9/2023 13:00,6/9/2023 15:45,,Virginia,434.0,Dropped call or no message,Y,
5187728706,22/9/2023 13:00,22/9/2023 10:30,Albany,New York,518.0,Other,Y,
4842754263,22/9/2023 13:00,22/9/2023 10:31,,Pennsylvania,610.0,Medical  & prescriptions,N,
7173001307,22/9/2023 13:00,21/9/2023 12:23,Lancaster,Pennsylvania,717.0,Dropped call or no message,Y,
6513003391,22/9/2023 13:00,22/9/2023 11:57,St. Paul,Minnesota,763.0,Charities,Y,
8129475627,22/9/2023 13:00,22/9/2023 10:30,Owensville,Indiana,812.0,Other,Y,
9015060613,22/9/2023 13:00,22/9/2023 10:07,Memphis,Tennessee,254.0,Other,N,
4344232042,22/9/2023 13:00,6/9/2023 15:36,,Virginia,434.0,Dropped call or no message,Y,
2396105471,22/9/2023 13:00,22/9/2023 12:49,,Florida,941.0,Dropped call or no message,Y,
6802008473,22/9/2023 13:00,22/9/2023 10:43,Hampton,Virginia,904.0,"Calls pretending to be government, businesses, or family and friends",Y,
4013998905,22/9/2023 13:01,22/9/2023 08:26,Port Orchard,Washington,401.0,Medical  & prescriptions,Y,
4842002876,22/9/2023 13:01,22/9/2023 10:49,,Pennsylvania,610.0,Medical  & prescriptions,N,
2704946357,22/9/2023 13:01,22/9/2023 10:45,,Kentucky,270.0,Dropped call or no message,N,
3234786682,22/9/2023 13:01,22/9/2023 09:57,,California,323.0,Other,Y,
4108884354,22/9/2023 13:02,22/9/2023 12:22,,Virginia,434.0,No Subject Provided,N,
7243230643,22/9/2023 13:01,21/9/2023 13:25,Lancaster,Pennsylvania,717.0,Dropped call or no message,Y,
8772439576,22/9/2023 13:01,22/9/2023 09:54,Upland,California,909.0,Other,N,
2036788646,22/9/2023 13:01,22/9/2023 09:56,Independence,Oregon,503.0,Medical  & prescriptions,N,
4842002885,22/9/2023 13:01,22/9/2023 12:54,,Pennsylvania,610.0,Medical  & prescriptions,N,
8888996650,22/9/2023 13:01,5/9/2023 17:28,,Virginia,434.0,Dropped call or no message,Y,
5672867844,22/9/2023 13:01,22/9/2023 12:19,,Ohio,419.0,Other,Y,
2678662952,22/9/2023 13:01,22/9/2023 09:10,Port Orchard,Washington,267.0,Home security  & alarms,Y,
5203372644,22/9/2023 13:01,22/9/2023 12:00,Casa Grande,Arizona,520.0,"Calls pretending to be government, businesses, or family and friends",Y,
5185257835,22/9/2023 13:02,22/9/2023 12:17,Albany,New York,518.0,Other,Y,
5033262448,22/9/2023 13:02,22/9/2023 09:08,Independence,Oregon,503.0,Other,Y,
4696972137,22/9/2023 13:02,21/9/2023 16:24,little river,South Carolina,717.0,Dropped call or no message,Y,
8002397054,22/9/2023 13:02,21/9/2023 17:07,Lancaster,Pennsylvania,717.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
4842601864,22/9/2023 13:02,22/9/2023 11:51,,Pennsylvania,610.0,Medical  & prescriptions,N,
3347477185,22/9/2023 13:02,22/9/2023 11:56,Sterrett,Alabama,205.0,Other,N,
8624376008,22/9/2023 13:02,22/9/2023 09:48,,Arizona,480.0,Other,Y,
8773575474,22/9/2023 13:02,22/9/2023 00:00,Tucson,Arizona,520.0,Other,Y,
7076232481,22/9/2023 13:02,22/9/2023 10:01,Spring Creek,Nevada,707.0,Other,N,
7625857365,22/9/2023 13:03,16/9/2023 14:34,,Georgia,678.0,No Subject Provided,N,
9496373347,22/9/2023 13:03,22/9/2023 09:43,,New Jersey,908.0,Other,Y,
5406258419,22/9/2023 13:03,5/9/2023 15:35,,Virginia,434.0,Dropped call or no message,Y,
4172407128,22/9/2023 13:03,22/9/2023 11:37,Springfield,Missouri,417.0,Other,Y,
7252297599,22/9/2023 13:03,21/9/2023 19:27,Las Vegas,Nevada,702.0,Other,Y,
5182722467,22/9/2023 13:03,22/9/2023 12:24,Albany,New York,518.0,Other,Y,
4172609568,22/9/2023 13:03,22/9/2023 08:30,"Springfield, MO",Missouri,417.0,Medical  & prescriptions,N,
21848824457,22/9/2023 13:03,22/9/2023 00:00,,Minnesota,651.0,Other,N,
6109455987,22/9/2023 13:03,22/9/2023 12:50,Lancaster,Pennsylvania,717.0,Dropped call or no message,Y,
9727877247,22/9/2023 13:03,22/9/2023 12:01,Wylie,Texas,972.0,Other,Y,
2548819526,22/9/2023 13:04,22/9/2023 11:01,,Texas,254.0,Dropped call or no message,N,
6145025115,22/9/2023 13:04,21/9/2023 18:00,Las Vegas,Nevada,702.0,Other,Y,
8568228473,22/9/2023 13:04,22/9/2023 09:46,,Kansas,620.0,Other,Y,
7172952289,22/9/2023 13:04,22/9/2023 08:36,Lancaster,Pennsylvania,717.0,Dropped call or no message,Y,
2172809957,22/9/2023 13:04,12/9/2023 15:22,,Tennessee,731.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
8664801287,22/9/2023 13:04,21/9/2023 17:35,Kaysville,Utah,801.0,"Calls pretending to be government, businesses, or family and friends",Y,
9252824489,22/9/2023 13:05,22/9/2023 11:54,,Illinois,847.0,"Reducing your debt (credit cards, mortgage, student loans)",N,
7176512563,22/9/2023 13:05,22/9/2023 11:55,Lancaster,Pennsylvania,717.0,Dropped call or no message,Y,
3022093924,22/9/2023 13:06,22/9/2023 23:51,Clarksville,Tennessee,931.0,Other,N,
7625852131,22/9/2023 13:07,22/9/2023 12:52,,Georgia,678.0,No Subject Provided,N,
9707281536,22/9/2023 13:06,22/9/2023 10:04,SUN CITY,Arizona,720.0,Dropped call or no message,Y,
4134145435,22/9/2023 13:06,22/9/2023 12:00,Westfield,Massachusetts,413.0,"Energy, solar,  & utilities",N,
2248646809,22/9/2023 13:06,22/9/2023 07:55,Independence,Oregon,503.0,Other,N,
8087965124,22/9/2023 13:06,22/9/2023 12:46,,North Carolina,910.0,Medical  & prescriptions,N,
8306309313,22/9/2023 13:06,22/9/2023 11:39,east lansing,Michigan,517.0,Dropped call or no message,Y,
2155844007,22/9/2023 13:07,22/9/2023 13:05,Quakertown,Pennsylvania,215.0,Home security  & alarms,Y,
4154068325,22/9/2023 13:07,22/9/2023 13:00,Cheektowaga,New York,716.0,"Reducing your debt (credit cards, mortgage, student loans)",N,
7204231981,22/9/2023 13:07,22/9/2023 10:58,Aurora,Colorado,719.0,Other,N,
5165509121,22/9/2023 13:07,22/9/2023 10:57,,Idaho,208.0,"Lotteries, prizes  & sweepstakes",Y,
9707718787,22/9/2023 13:07,22/9/2023 09:32,SUN CITY,Colorado,720.0,Other,Y,
9033457660,22/9/2023 13:07,22/9/2023 11:05,,Colorado,832.0,"Lotteries, prizes  & sweepstakes",N,
8006158749,22/9/2023 13:07,21/9/2023 18:56,Gobles,Michigan,269.0,Other,Y,
8329902859,22/9/2023 13:07,22/9/2023 12:02,Magnolia,Texas,832.0,Other,N,
7122016372,22/9/2023 13:07,22/9/2023 11:59,Opelika,Alabama,334.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
4078876931,22/9/2023 13:08,21/9/2023 16:41,ORLANDO,Florida,407.0,Other,N,
3039261018,22/9/2023 13:08,22/9/2023 08:28,SUN CITY,Colorado,720.0,Other,Y,
5032266600,22/9/2023 13:08,22/9/2023 11:53,Bowling Green,Kentucky,270.0,Other,N,
8176164519,22/9/2023 13:08,22/9/2023 13:03,Tampa,Florida,817.0,Other,Y,
7754578884,22/9/2023 13:09,22/9/2023 10:05,,Nevada,775.0,No Subject Provided,N,
7192844550,22/9/2023 13:08,21/9/2023 12:00,Greensboro,Pennsylvania,724.0,"Calls pretending to be government, businesses, or family and friends",N,
4133215789,22/9/2023 13:08,22/9/2023 12:37,Westfield,Massachusetts,413.0,"Energy, solar,  & utilities",N,
8649528142,22/9/2023 13:08,22/9/2023 10:15,Flint,Michigan,810.0,Dropped call or no message,Y,
9802734116,22/9/2023 13:09,22/9/2023 13:02,Chestnut Hill,Massachusetts,617.0,"Energy, solar,  & utilities",N,
5023622654,22/9/2023 13:09,21/9/2023 20:17,S Abingtion,Pennsylvania,502.0,Other,Y,
6072934926,22/9/2023 13:09,21/9/2023 09:39,Gulf Breeze,Florida,850.0,Other,Y,
5715001024,22/9/2023 13:09,22/9/2023 12:04,Wichita,Kansas,316.0,Medical  & prescriptions,N,
9866710790,22/9/2023 13:09,22/9/2023 12:14,ORLANDO,Florida,407.0,Other,Y,
9705438939,22/9/2023 13:10,21/9/2023 09:54,SUN CITY,Colorado,720.0,Medical  & prescriptions,Y,
6172500324,22/9/2023 13:10,22/9/2023 13:06,Quincy,Massachusetts,617.0,Other,Y,
8564698118,22/9/2023 13:10,22/9/2023 13:07,Fairfax,Virginia,703.0,Other,Y,
2086231262,22/9/2023 13:10,22/9/2023 13:03,Montgomery,Ohio,440.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
9285045297,22/9/2023 13:10,21/9/2023 02:54,Mesa,Arizona,623.0,Other,N,
9135993066,22/9/2023 13:10,22/9/2023 12:49,,Virginia,757.0,Other,Y,
7323762858,22/9/2023 13:11,22/9/2023 12:46,ORLANDO,Florida,407.0,Other,Y,
5593830323,22/9/2023 13:11,22/9/2023 08:21,,California,310.0,No Subject Provided,N,
8559754155,22/9/2023 13:11,22/9/2023 10:54,Grand Blanc,Michigan,810.0,Dropped call or no message,Y,
6028381692,22/9/2023 13:11,22/9/2023 12:37,PEORIA,Arizona,215.0,Other,N,
8646691861,22/9/2023 13:12,22/9/2023 13:08,,South Carolina,803.0,No Subject Provided,N,
4104177993,22/9/2023 13:11,22/9/2023 13:04,,Ohio,419.0,Medical  & prescriptions,N,
3106970130,22/9/2023 13:11,22/9/2023 09:08,,California,310.0,No Subject Provided,Y,
7027636978,22/9/2023 13:11,21/9/2023 16:10,Las Vegas,Nevada,702.0,Other,Y,
7072313548,22/9/2023 13:12,22/9/2023 09:55,Chico,California,530.0,Other,N,
5185129003,22/9/2023 13:12,22/9/2023 11:25,Georgetown,Texas,870.0,Medical  & prescriptions,N,
6306947383,22/9/2023 13:12,22/9/2023 11:00,Thornton,Colorado,630.0,Medical  & prescriptions,N,
7279999875,22/9/2023 13:12,22/9/2023 12:00,Ocean Springs,Mississippi,225.0,Warranties  & protection plans,Y,
7026412177,22/9/2023 13:12,21/9/2023 16:03,Las Vegas,Nevada,702.0,Dropped call or no message,Y,
4648681849,22/9/2023 13:12,22/9/2023 11:23,Baxley,Georgia,912.0,Charities,N,
6165048962,22/9/2023 13:12,22/9/2023 13:09,Royal Oak,Michigan,248.0,Dropped call or no message,Y,
3028043919,22/9/2023 13:12,22/9/2023 13:02,SEAFORD,Delaware,302.0,Charities,Y,
5742275696,22/9/2023 13:12,21/9/2023 15:22,,California,310.0,No Subject Provided,Y,
9132894761,22/9/2023 13:13,22/9/2023 12:11,Bonner Springs,Kansas,913.0,Other,Y,
7026458205,22/9/2023 13:13,20/9/2023 12:37,Las Vegas,Nevada,702.0,Other,Y,
7202698278,22/9/2023 13:13,21/9/2023 08:17,SUN CITY,Colorado,720.0,Medical  & prescriptions,Y,
2523658740,22/9/2023 13:13,21/9/2023 16:27,,North Carolina,704.0,No Subject Provided,N,
8508286249,22/9/2023 13:13,22/9/2023 13:10,Naples,Florida,239.0,Other,Y,
4693656400,22/9/2023 13:13,22/9/2023 11:04,"North Salt Lake, Utah 84054",Utah,801.0,Medical  & prescriptions,N,
6084661349,22/9/2023 13:13,22/9/2023 12:41,POUNDING MILL,Virginia,276.0,Other,Y,
9515892710,22/9/2023 13:13,21/9/2023 15:24,,California,310.0,Dropped call or no message,N,
3109850171,22/9/2023 13:13,20/9/2023 15:34,,California,310.0,No Subject Provided,Y,
7027025063,22/9/2023 13:13,20/9/2023 11:23,Las Vegas,Nevada,702.0,Other,Y,
7206276288,22/9/2023 13:14,21/9/2023 08:45,SUN CITY,Colorado,720.0,Dropped call or no message,Y,
6614035176,22/9/2023 13:14,20/9/2023 12:43,,California,310.0,No Subject Provided,Y,
5184073629,22/9/2023 13:14,22/9/2023 11:20,New York,New York,646.0,"Reducing your debt (credit cards, mortgage, student loans)",N,
2407691004,22/9/2023 13:14,22/9/2023 13:11,Brooklyn,New York,718.0,Dropped call or no message,Y,
8173789096,22/9/2023 13:14,22/9/2023 11:00,Arlington,Texas,817.0,"Energy, solar,  & utilities",Y,
2314039542,22/9/2023 13:14,22/9/2023 10:23,Royal Oak,Michigan,248.0,Medical  & prescriptions,Y,
8646691330,22/9/2023 13:16,22/9/2023 13:01,,South Carolina,803.0,No Subject Provided,N,
2139009785,22/9/2023 13:14,22/9/2023 12:29,,California,213.0,Other,Y,
6469702435,22/9/2023 13:14,22/9/2023 11:12,Georgetown,Texas,870.0,Medical  & prescriptions,N,
9192755401,22/9/2023 13:15,21/9/2023 16:19,,North Carolina,704.0,No Subject Provided,N,
3197212099,22/9/2023 13:15,22/9/2023 00:00,Cedar Rapids,Iowa,319.0,Medical  & prescriptions,N,
6157460400,22/9/2023 13:15,22/9/2023 12:08,Sweetwater,Texas,915.0,Other,N,
5309486294,22/9/2023 13:15,22/9/2023 09:35,Chico,California,530.0,Other,N,
9707163784,22/9/2023 13:15,20/9/2023 12:48,SUN CITY,Arizona,720.0,Other,Y,
8662010125,22/9/2023 13:15,22/9/2023 10:04,,California,818.0,"Calls pretending to be government, businesses, or family and friends",Y,
7722224970,22/9/2023 13:15,22/9/2023 10:10,,Nevada,702.0,Medical  & prescriptions,Y,
6514122377,22/9/2023 13:17,22/9/2023 12:06,,Minnesota,651.0,No Subject Provided,N,
8174044203,22/9/2023 13:15,22/9/2023 11:42,Arlington,Texas,817.0,"Energy, solar,  & utilities",Y,
7144773638,22/9/2023 13:16,21/9/2023 13:04,,California,562.0,Dropped call or no message,N,
7088032252,22/9/2023 13:16,22/9/2023 09:00,CAROL STREAM,Illinois,630.0,Other,N,
5303629367,22/9/2023 13:16,22/9/2023 10:59,FIRESTONE,Colorado,720.0,Computer  & technical support,N,
2139009785,22/9/2023 13:16,22/9/2023 12:29,,Pennsylvania,717.0,Other,Y,
9166764591,22/9/2023 13:17,22/9/2023 10:09,,California,916.0,No Subject Provided,N,
43234813830,22/9/2023 13:16,22/9/2023 09:34,PIEDMONT,California,925.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
3312450118,22/9/2023 13:17,21/9/2023 11:00,CAROL STREAM,Illinois,630.0,Other,Y,
8604929832,22/9/2023 13:17,22/9/2023 12:45,North Branford,Connecticut,203.0,Charities,Y,
9517074335,22/9/2023 13:17,22/9/2023 00:00,,California,310.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
4798471461,22/9/2023 13:17,22/9/2023 12:13,,Oklahoma,314.0,Other,N,
7042167391,22/9/2023 13:17,22/9/2023 12:39,,North Carolina,704.0,No Subject Provided,N,
2348884980,22/9/2023 13:17,22/9/2023 13:03,youngstown,Ohio,330.0,Other,N,
6054603461,22/9/2023 13:17,22/9/2023 08:51,Chico,California,530.0,Other,N,
2163547774,22/9/2023 13:17,22/9/2023 13:01,Powell,Ohio,614.0,Other,Y,
8175489659,22/9/2023 13:17,22/9/2023 11:44,Arlington,Texas,817.0,"Energy, solar,  & utilities",Y,
8152184024,22/9/2023 13:17,21/9/2023 07:00,CAROL STREAM,Illinois,630.0,Other,N,
6579332230,22/9/2023 13:18,22/9/2023 10:09,,California,562.0,Other,N,
6302255856,22/9/2023 13:18,20/9/2023 14:00,CAROL STREAM,Illinois,630.0,Other,N,
9094067513,22/9/2023 13:18,22/9/2023 10:18,,Arizona,602.0,Other,Y,
7148441110,22/9/2023 13:18,21/9/2023 17:46,,California,714.0,Home improvement  & cleaning,N,
7745139519,22/9/2023 13:19,21/9/2023 18:52,Shelby Township,Michigan,586.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
8339202197,22/9/2023 13:19,22/9/2023 12:07,,Oklahoma,580.0,"Reducing your debt (credit cards, mortgage, student loans)",N,
8489861734,22/9/2023 13:19,22/9/2023 11:40,Mercerville,New Jersey,609.0,Other,N,
6304890006,22/9/2023 13:19,20/9/2023 07:00,CAROL STREAM,Illinois,630.0,Other,Y,
5036298450,22/9/2023 13:19,22/9/2023 10:20,,Arizona,602.0,Other,Y,
9452932489,22/9/2023 13:19,22/9/2023 11:46,Arlington,Texas,817.0,Other,Y,
8886610956,22/9/2023 13:19,22/9/2023 09:22,LOS ANGELES,California,323.0,Other,N,
3163668381,22/9/2023 13:19,22/9/2023 12:16,Gove,Kansas,785.0,Other,Y,
5304803973,22/9/2023 13:19,22/9/2023 08:45,Chico,California,530.0,Other,N,
8032201024,22/9/2023 13:21,22/9/2023 12:57,,South Carolina,803.0,No Subject Provided,N,
3103043767,22/9/2023 13:20,22/9/2023 09:02,,California,310.0,Dropped call or no message,N,
3185017902,22/9/2023 13:20,22/9/2023 11:19,Mooresville,Indiana,317.0,Computer  & technical support,Y,
2762547784,22/9/2023 13:20,22/9/2023 13:14,Galax,Virginia,276.0,Medical  & prescriptions,Y,
2036084765,22/9/2023 13:20,22/9/2023 09:24,North Branford,Connecticut,203.0,Work from home  & other ways to make money,Y,
3103043875,22/9/2023 13:20,22/9/2023 10:17,Lakewood,California,310.0,Home improvement  & cleaning,N,
3466191468,22/9/2023 13:21,22/9/2023 11:08,,Texas,214.0,No Subject Provided,Y,
5135063893,22/9/2023 13:21,22/9/2023 13:02,Powell,Ohio,614.0,Other,Y,
2393422646,22/9/2023 13:21,22/9/2023 13:12,Purcellville,Virginia,703.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
9803568766,22/9/2023 13:21,22/9/2023 10:08,,North Carolina,704.0,No Subject Provided,N,
6017519815,22/9/2023 13:21,22/9/2023 12:19,FOREST,Mississippi,601.0,Medical  & prescriptions,Y,
